,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE,CLARENDON_ROW
00:20:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,19,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:22:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:24:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:26:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:28:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:30:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:32:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:34:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:36:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:38:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:40:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:42:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:44:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,20,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:46:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:48:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:50:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:52:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:54:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:56:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
00:58:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:00:17,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:02:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:04:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:06:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:08:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,19,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:10:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,26,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:12:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:14:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:16:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:18:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:20:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:22:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:24:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:26:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:28:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:30:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:32:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:34:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:36:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:38:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:40:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:42:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:44:08,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
01:46:09,19,4,4,6,8,8,15,19,24,12,9,23,4,30,15,2,14,26,1,2,6,27,4,16,20,11,14,29,40,14,3,24,2,9,9,9,33,14,24,1,12,10,0,2,25,22,18,19,17,16,13,24,27,26,8,22,1,18,15,2,9,34,8,1,26,15,20,3,15,21,3,10,27,20,4,17,21,15,25,6,26,5,7,15,15,14,9,17,3,21,20,29,18,6,22,2,1,8,17,23
