,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE,CLARENDON_ROW
00:20:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,20,1,14,0,5,1
00:22:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,20,1,14,0,5,1
00:24:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,20,1,14,0,5,1
00:26:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:28:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:30:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:32:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:34:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:36:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:38:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:40:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:42:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:44:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:46:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:48:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:50:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:52:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:54:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:56:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
00:58:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,15,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:00:17,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:02:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:04:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:06:08,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:08:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:10:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:12:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:14:09,0,2,1,26,37,23,30,18,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:16:09,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:18:09,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:20:09,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:22:08,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:24:08,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:26:09,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:28:09,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:30:09,0,2,1,26,37,23,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,6,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:32:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:34:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:36:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:38:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:40:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,3,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:42:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:44:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:46:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
